01001	33860	Montgomery, AL
01003	19300	Daphne-Fairhope-Foley, AL
01007	13820	Birmingham-Hoover, AL
01009	13820	Birmingham-Hoover, AL
01015	11500	Anniston-Oxford-Jacksonville, AL
01021	13820	Birmingham-Hoover, AL
01033	22520	Florence-Muscle Shoals, AL
01051	33860	Montgomery, AL
01055	23460	Gadsden, AL
01061	20020	Dothan, AL
01065	46220	Tuscaloosa, AL
01067	20020	Dothan, AL
01069	20020	Dothan, AL
01073	13820	Birmingham-Hoover, AL
01077	22520	Florence-Muscle Shoals, AL
01079	19460	Decatur, AL
01081	12220	Auburn-Opelika, AL
01083	26620	Huntsville, AL
01085	33860	Montgomery, AL
01089	26620	Huntsville, AL
01097	33660	Mobile, AL
01101	33860	Montgomery, AL
01103	19460	Decatur, AL
01107	46220	Tuscaloosa, AL
01113	17980	Columbus, GA-AL
01115	13820	Birmingham-Hoover, AL
01117	13820	Birmingham-Hoover, AL
01125	46220	Tuscaloosa, AL
01127	13820	Birmingham-Hoover, AL
02020	11260	Anchorage, AK
02090	21820	Fairbanks, AK
02170	11260	Anchorage, AK
04003	43420	Sierra Vista-Douglas, AZ
04005	22380	Flagstaff, AZ
04013	38060	Phoenix-Mesa-Scottsdale, AZ
04015	29420	Lake Havasu City-Kingman, AZ
04019	46060	Tucson, AZ
04021	38060	Phoenix-Mesa-Scottsdale, AZ
04025	39140	Prescott, AZ
04027	49740	Yuma, AZ
05007	22220	Fayetteville-Springdale-Rogers, AR-MO
05025	38220	Pine Bluff, AR
05031	27860	Jonesboro, AR
05033	22900	Fort Smith, AR-OK
05035	32820	Memphis, TN-MS-AR
05045	30780	Little Rock-North Little Rock-Conway, AR
05051	26300	Hot Springs, AR
05053	30780	Little Rock-North Little Rock-Conway, AR
05069	38220	Pine Bluff, AR
05079	38220	Pine Bluff, AR
05081	45500	Texarkana, TX-AR
05085	30780	Little Rock-North Little Rock-Conway, AR
05087	22220	Fayetteville-Springdale-Rogers, AR-MO
05091	45500	Texarkana, TX-AR
05105	30780	Little Rock-North Little Rock-Conway, AR
05111	27860	Jonesboro, AR
05119	30780	Little Rock-North Little Rock-Conway, AR
05125	30780	Little Rock-North Little Rock-Conway, AR
05131	22900	Fort Smith, AR-OK
05143	22220	Fayetteville-Springdale-Rogers, AR-MO
06001	36084	Oakland-Hayward-Berkeley, CA
06007	17020	Chico, CA
06013	36084	Oakland-Hayward-Berkeley, CA
06017	40900	Sacramento--Roseville--Arden-Arcade, CA
06019	23420	Fresno, CA
06025	20940	El Centro, CA
06029	12540	Bakersfield, CA
06031	25260	Hanford-Corcoran, CA
06037	31084	Los Angeles-Long Beach-Glendale, CA
06037	31084	Los Angeles-Long Beach-Glendale, CA
06039	31460	Madera, CA
06041	42034	San Rafael, CA
06047	32900	Merced, CA
06053	41500	Salinas, CA
06055	34900	Napa, CA
06059	11244	Anaheim-Santa Ana-Irvine, CA
06061	40900	Sacramento--Roseville--Arden-Arcade, CA
06065	40140	Riverside-San Bernardino-Ontario, CA
06067	40900	Sacramento--Roseville--Arden-Arcade, CA
06069	41940	San Jose-Sunnyvale-Santa Clara, CA
06071	40140	Riverside-San Bernardino-Ontario, CA
06073	41740	San Diego-Carlsbad, CA
06075	41884	San Francisco-Redwood City-South San Francisco, CA
06077	44700	Stockton-Lodi, CA
06079	42020	San Luis Obispo-Paso Robles-Arroyo Grande, CA
06081	41884	San Francisco-Redwood City-South San Francisco, CA
06083	42200	Santa Maria-Santa Barbara, CA
06085	41940	San Jose-Sunnyvale-Santa Clara, CA
06087	42100	Santa Cruz-Watsonville, CA
06089	39820	Redding, CA
06095	46700	Vallejo-Fairfield, CA
06097	42220	Santa Rosa, CA
06099	33700	Modesto, CA
06101	49700	Yuba City, CA
06107	47300	Visalia-Porterville, CA
06111	37100	Oxnard-Thousand Oaks-Ventura, CA
06113	40900	Sacramento--Roseville--Arden-Arcade, CA
06115	49700	Yuba City, CA
08001	19740	Denver-Aurora-Lakewood, CO
08005	19740	Denver-Aurora-Lakewood, CO
08013	14500	Boulder, CO
08014	19740	Denver-Aurora-Lakewood, CO
08019	19740	Denver-Aurora-Lakewood, CO
08031	19740	Denver-Aurora-Lakewood, CO
08035	19740	Denver-Aurora-Lakewood, CO
08039	19740	Denver-Aurora-Lakewood, CO
08041	17820	Colorado Springs, CO
08047	19740	Denver-Aurora-Lakewood, CO
08059	19740	Denver-Aurora-Lakewood, CO
08069	22660	Fort Collins, CO
08077	24300	Grand Junction, CO
08093	19740	Denver-Aurora-Lakewood, CO
08101	39380	Pueblo, CO
08119	17820	Colorado Springs, CO
08123	24540	Greeley, CO
09001	14860	Bridgeport-Stamford-Norwalk, CT
09003	25540	Hartford-West Hartford-East Hartford, CT
09007	25540	Hartford-West Hartford-East Hartford, CT
09009	35300	New Haven-Milford, CT
09011	35980	Norwich-New London, CT
09013	25540	Hartford-West Hartford-East Hartford, CT
09015	49340	Worcester, MA-CT
10001	20100	Dover, DE
10003	48864	Wilmington, DE-MD-NJ
10005	41540	Salisbury, MD-DE
11001	47894	Washington-Arlington-Alexandria, DC-VA-MD-WV
12001	23540	Gainesville, FL
12003	27260	Jacksonville, FL
12005	37460	Panama City, FL
12009	37340	Palm Bay-Melbourne-Titusville, FL
12011	22744	Fort Lauderdale-Pompano Beach-Deerfield Beach, FL
12015	39460	Punta Gorda, FL
12017	26140	Homosassa Springs, FL
12019	27260	Jacksonville, FL
12021	34940	Naples-Immokalee-Marco Island, FL
12031	27260	Jacksonville, FL
12033	37860	Pensacola-Ferry Pass-Brent, FL
12035	19660	Deltona-Daytona Beach-Ormond Beach, FL
12039	45220	Tallahassee, FL
12041	23540	Gainesville, FL
12045	37460	Panama City, FL
12053	45300	Tampa-St. Petersburg-Clearwater, FL
12055	42700	Sebring, FL
12057	45300	Tampa-St. Petersburg-Clearwater, FL
12061	42680	Sebastian-Vero Beach, FL
12065	45220	Tallahassee, FL
12069	36740	Orlando-Kissimmee-Sanford, FL
12071	15980	Cape Coral-Fort Myers, FL
12073	45220	Tallahassee, FL
12081	35840	North Port-Sarasota-Bradenton, FL
12083	36100	Ocala, FL
12085	38940	Port St. Lucie, FL
12086	33124	Miami-Miami Beach-Kendall, FL
12089	27260	Jacksonville, FL
12091	18880	Crestview-Fort Walton Beach-Destin, FL
12095	36740	Orlando-Kissimmee-Sanford, FL
12097	36740	Orlando-Kissimmee-Sanford, FL
12099	48424	West Palm Beach-Boca Raton-Delray Beach, FL
12101	45300	Tampa-St. Petersburg-Clearwater, FL
12103	45300	Tampa-St. Petersburg-Clearwater, FL
12105	29460	Lakeland-Winter Haven, FL
12109	27260	Jacksonville, FL
12111	38940	Port St. Lucie, FL
12113	37860	Pensacola-Ferry Pass-Brent, FL
12115	35840	North Port-Sarasota-Bradenton, FL
12117	36740	Orlando-Kissimmee-Sanford, FL
12119	45540	The Villages, FL
12127	19660	Deltona-Daytona Beach-Ormond Beach, FL
12129	45220	Tallahassee, FL
12131	18880	Crestview-Fort Walton Beach-Destin, FL
13007	10500	Albany, GA
13013	12060	Atlanta-Sandy Springs-Roswell, GA
13015	12060	Atlanta-Sandy Springs-Roswell, GA
13021	31420	Macon-Bibb County, GA
13025	15260	Brunswick, GA
13027	46660	Valdosta, GA
13029	42340	Savannah, GA
13033	12260	Augusta-Richmond County, GA-SC
13035	12060	Atlanta-Sandy Springs-Roswell, GA
13045	12060	Atlanta-Sandy Springs-Roswell, GA
13047	16860	Chattanooga, TN-GA
13051	42340	Savannah, GA
13053	17980	Columbus, GA-AL
13057	12060	Atlanta-Sandy Springs-Roswell, GA
13059	12020	Athens-Clarke County, GA
13063	12060	Atlanta-Sandy Springs-Roswell, GA
13067	12060	Atlanta-Sandy Springs-Roswell, GA
13073	12260	Augusta-Richmond County, GA-SC
13077	12060	Atlanta-Sandy Springs-Roswell, GA
13079	31420	Macon-Bibb County, GA
13083	16860	Chattanooga, TN-GA
13085	12060	Atlanta-Sandy Springs-Roswell, GA
13089	12060	Atlanta-Sandy Springs-Roswell, GA
13095	10500	Albany, GA
13097	12060	Atlanta-Sandy Springs-Roswell, GA
13101	46660	Valdosta, GA
13103	42340	Savannah, GA
13113	12060	Atlanta-Sandy Springs-Roswell, GA
13115	40660	Rome, GA
13117	12060	Atlanta-Sandy Springs-Roswell, GA
13121	12060	Atlanta-Sandy Springs-Roswell, GA
13127	15260	Brunswick, GA
13135	12060	Atlanta-Sandy Springs-Roswell, GA
13139	23580	Gainesville, GA
13143	12060	Atlanta-Sandy Springs-Roswell, GA
13145	17980	Columbus, GA-AL
13149	12060	Atlanta-Sandy Springs-Roswell, GA
13151	12060	Atlanta-Sandy Springs-Roswell, GA
13153	47580	Warner Robins, GA
13159	12060	Atlanta-Sandy Springs-Roswell, GA
13169	31420	Macon-Bibb County, GA
13171	12060	Atlanta-Sandy Springs-Roswell, GA
13173	46660	Valdosta, GA
13177	10500	Albany, GA
13179	25980	Hinesville, GA
13181	12260	Augusta-Richmond County, GA-SC
13183	25980	Hinesville, GA
13185	46660	Valdosta, GA
13189	12260	Augusta-Richmond County, GA-SC
13191	15260	Brunswick, GA
13195	12020	Athens-Clarke County, GA
13197	17980	Columbus, GA-AL
13199	12060	Atlanta-Sandy Springs-Roswell, GA
13207	31420	Macon-Bibb County, GA
13211	12060	Atlanta-Sandy Springs-Roswell, GA
13213	19140	Dalton, GA
13215	17980	Columbus, GA-AL
13217	12060	Atlanta-Sandy Springs-Roswell, GA
13219	12020	Athens-Clarke County, GA
13221	12020	Athens-Clarke County, GA
13223	12060	Atlanta-Sandy Springs-Roswell, GA
13225	47580	Warner Robins, GA
13227	12060	Atlanta-Sandy Springs-Roswell, GA
13231	12060	Atlanta-Sandy Springs-Roswell, GA
13235	47580	Warner Robins, GA
13245	12260	Augusta-Richmond County, GA-SC
13247	12060	Atlanta-Sandy Springs-Roswell, GA
13255	12060	Atlanta-Sandy Springs-Roswell, GA
13273	10500	Albany, GA
13289	31420	Macon-Bibb County, GA
13295	16860	Chattanooga, TN-GA
13297	12060	Atlanta-Sandy Springs-Roswell, GA
13313	19140	Dalton, GA
13321	10500	Albany, GA
15003	46520	Urban Honolulu, HI
15005	27980	Kahului-Wailuku-Lahaina, HI
15009	27980	Kahului-Wailuku-Lahaina, HI
16001	14260	Boise City, ID
16005	38540	Pocatello, ID
16015	14260	Boise City, ID
16019	26820	Idaho Falls, ID
16023	26820	Idaho Falls, ID
16027	14260	Boise City, ID
16041	30860	Logan, UT-ID
16045	14260	Boise City, ID
16051	26820	Idaho Falls, ID
16055	17660	Coeur d'Alene, ID
16069	30300	Lewiston, ID-WA
16073	14260	Boise City, ID
17003	16020	Cape Girardeau, MO-IL
17005	41180	St. Louis, MO-IL
17007	40420	Rockford, IL
17013	41180	St. Louis, MO-IL
17019	16580	Champaign-Urbana, IL
17027	41180	St. Louis, MO-IL
17031	16974	Chicago-Naperville-Arlington Heights, IL
17037	20994	Elgin, IL
17039	14010	Bloomington, IL
17043	16974	Chicago-Naperville-Arlington Heights, IL
17053	16580	Champaign-Urbana, IL
17063	16974	Chicago-Naperville-Arlington Heights, IL
17073	19340	Davenport-Moline-Rock Island, IA-IL
17077	16060	Carbondale-Marion, IL
17083	41180	St. Louis, MO-IL
17089	20994	Elgin, IL
17091	28100	Kankakee, IL
17093	16974	Chicago-Naperville-Arlington Heights, IL
17097	29404	Lake County-Kenosha County, IL-WI
17111	16974	Chicago-Naperville-Arlington Heights, IL
17113	14010	Bloomington, IL
17115	19500	Decatur, IL
17117	41180	St. Louis, MO-IL
17119	41180	St. Louis, MO-IL
17123	37900	Peoria, IL
17129	44100	Springfield, IL
17131	19340	Davenport-Moline-Rock Island, IA-IL
17133	41180	St. Louis, MO-IL
17143	37900	Peoria, IL
17147	16580	Champaign-Urbana, IL
17161	19340	Davenport-Moline-Rock Island, IA-IL
17163	41180	St. Louis, MO-IL
17167	44100	Springfield, IL
17175	37900	Peoria, IL
17179	37900	Peoria, IL
17183	19180	Danville, IL
17197	16974	Chicago-Naperville-Arlington Heights, IL
17199	16060	Carbondale-Marion, IL
17201	40420	Rockford, IL
17203	37900	Peoria, IL
18003	23060	Fort Wayne, IN
18005	18020	Columbus, IN
18007	29200	Lafayette-West Lafayette, IN
18011	26900	Indianapolis-Carmel-Anderson, IN
18013	26900	Indianapolis-Carmel-Anderson, IN
18015	29200	Lafayette-West Lafayette, IN
18019	31140	Louisville/Jefferson County, KY-IN
18021	45460	Terre Haute, IN
18029	17140	Cincinnati, OH-KY-IN
18035	34620	Muncie, IN
18039	21140	Elkhart-Goshen, IN
18043	31140	Louisville/Jefferson County, KY-IN
18057	26900	Indianapolis-Carmel-Anderson, IN
18059	26900	Indianapolis-Carmel-Anderson, IN
18061	31140	Louisville/Jefferson County, KY-IN
18063	26900	Indianapolis-Carmel-Anderson, IN
18067	29020	Kokomo, IN
18073	23844	Gary, IN
18081	26900	Indianapolis-Carmel-Anderson, IN
18089	23844	Gary, IN
18091	33140	Michigan City-La Porte, IN
18095	26900	Indianapolis-Carmel-Anderson, IN
18097	26900	Indianapolis-Carmel-Anderson, IN
18105	14020	Bloomington, IN
18109	26900	Indianapolis-Carmel-Anderson, IN
18111	23844	Gary, IN
18115	17140	Cincinnati, OH-KY-IN
18119	14020	Bloomington, IN
18127	23844	Gary, IN
18129	21780	Evansville, IN-KY
18133	26900	Indianapolis-Carmel-Anderson, IN
18141	43780	South Bend-Mishawaka, IN-MI
18143	31140	Louisville/Jefferson County, KY-IN
18145	26900	Indianapolis-Carmel-Anderson, IN
18153	45460	Terre Haute, IN
18157	29200	Lafayette-West Lafayette, IN
18161	17140	Cincinnati, OH-KY-IN
18163	21780	Evansville, IN-KY
18165	45460	Terre Haute, IN
18167	45460	Terre Haute, IN
18173	21780	Evansville, IN-KY
18175	31140	Louisville/Jefferson County, KY-IN
18179	23060	Fort Wayne, IN
18183	23060	Fort Wayne, IN
19011	16300	Cedar Rapids, IA
19013	47940	Waterloo-Cedar Falls, IA
19017	47940	Waterloo-Cedar Falls, IA
19049	19780	Des Moines-West Des Moines, IA
19061	20220	Dubuque, IA
19075	47940	Waterloo-Cedar Falls, IA
19077	19780	Des Moines-West Des Moines, IA
19085	36540	Omaha-Council Bluffs, NE-IA
19103	26980	Iowa City, IA
19105	16300	Cedar Rapids, IA
19113	16300	Cedar Rapids, IA
19121	19780	Des Moines-West Des Moines, IA
19129	36540	Omaha-Council Bluffs, NE-IA
19149	43580	Sioux City, IA-NE-SD
19153	19780	Des Moines-West Des Moines, IA
19155	36540	Omaha-Council Bluffs, NE-IA
19163	19340	Davenport-Moline-Rock Island, IA-IL
19169	11180	Ames, IA
19181	19780	Des Moines-West Des Moines, IA
19183	26980	Iowa City, IA
19193	43580	Sioux City, IA-NE-SD
20015	48620	Wichita, KS
20043	41140	St. Joseph, MO-KS
